from_id,from施設名,to_id,to施設名,distance_km,driving_minutes
F0127,碓氷第三橋梁（めがね橋）,F0119,軽井沢おもちゃ王国,18.83,55
F0127,碓氷第三橋梁（めがね橋）,F0123,こんにゃくパーク,23.59,35
F0127,碓氷第三橋梁（めがね橋）,F0128,富岡製糸場,20.46,35
F0127,碓氷第三橋梁（めがね橋）,F0130,水澤観音,25.89,65
F0127,碓氷第三橋梁（めがね橋）,F0137,希望の丘農園,22.92,45
F0127,碓氷第三橋梁（めがね橋）,F0139,陶芸 榛名の麓,27.31,65
F0127,碓氷第三橋梁（めがね橋）,F0140,陣平農園,29.68,80
F0127,碓氷第三橋梁（めがね橋）,F0147,くれさかの森陶芸工房,26.8,95
F0127,碓氷第三橋梁（めがね橋）,F0148,からっ風焼 陶仙房,29.39,65
F0127,碓氷第三橋梁（めがね橋）,F0159,榛名山（榛名富士）,20.84,70
F0127,碓氷第三橋梁（めがね橋）,F0162,高原キャベツ畑,26.96,80
F0127,碓氷第三橋梁（めがね橋）,F0164,榛名湖畔,20.05,70
F0127,碓氷第三橋梁（めがね橋）,F0166,妙義山,8.02,25
F0127,碓氷第三橋梁（めがね橋）,F0167,国指定名勝「吾妻峡」,22.81,80
F0127,碓氷第三橋梁（めがね橋）,F0169,嫗仙の滝,28.62,95
F0127,碓氷第三橋梁（めがね橋）,F0170,浅間山,16.83,85
F0127,碓氷第三橋梁（めがね橋）,F0181,榛名高原,20.38,65
F0127,碓氷第三橋梁（めがね橋）,F0189,水沢うどん 大澤屋（第二店舗）,26.1,65
F0127,碓氷第三橋梁（めがね橋）,F0191,伊香保グリーン牧場,27.03,70
F0127,碓氷第三橋梁（めがね橋）,F0192,元祖 田丸屋,26.03,65
F0127,碓氷第三橋梁（めがね橋）,F0195,シャンゴ 問屋町本店,27.74,50
F0127,碓氷第三橋梁（めがね橋）,F0197,清芳亭,25.79,70
F0127,碓氷第三橋梁（めがね橋）,F0202,浅間酒造観光センター,21.76,70
F0127,碓氷第三橋梁（めがね橋）,F0203,おぎのや ドライブイン横川,4.46,10
F0127,碓氷第三橋梁（めがね橋）,F0204,ドンレミーアウトレット 高崎店,28.48,55
F0127,碓氷第三橋梁（めがね橋）,F0209,登利平高崎モントレー店,28.36,50
F0127,碓氷第三橋梁（めがね橋）,F0214,だるま大使,23.14,45
F0127,碓氷第三橋梁（めがね橋）,F0309,伊香保ロープウェイ,25.11,70
F0127,碓氷第三橋梁（めがね橋）,F0311,軽井沢 川上庵,5.78,25
F0127,碓氷第三橋梁（めがね橋）,F0320,鬼押出し園,17.36,50
F0128,富岡製糸場,F0112,榛名神社,22.84,55
F0128,富岡製糸場,F0116,伊香保おもちゃと人形・自動車博物館,24.31,55
F0128,富岡製糸場,F0118,群馬サファリパーク,3.29,15
F0128,富岡製糸場,F0123,こんにゃくパーク,3.18,15
F0128,富岡製糸場,F0124,前橋るなぱあく（前橋市中央児童遊園）,22.13,45
F0128,富岡製糸場,F0127,碓氷第三橋梁（めがね橋）,20.46,35
F0128,富岡製糸場,F0130,水澤観音,25.46,55
F0128,富岡製糸場,F0137,希望の丘農園,8.99,25
F0128,富岡製糸場,F0139,陶芸 榛名の麓,24.71,55
F0128,富岡製糸場,F0148,からっ風焼 陶仙房,24.62,45
F0128,富岡製糸場,F0159,榛名山（榛名富士）,24.67,65
F0128,富岡製糸場,F0164,榛名湖畔,24.66,65
F0128,富岡製糸場,F0166,妙義山,13.34,30
F0128,富岡製糸場,F0181,榛名高原,24.07,60
F0128,富岡製糸場,F0188,ガトーフェスタ ハラダ 新本館シャトー・デュ・ボヌール,20.39,35
F0128,富岡製糸場,F0189,水沢うどん 大澤屋（第二店舗）,25.52,55
F0128,富岡製糸場,F0191,伊香保グリーン牧場,27.54,55
F0128,富岡製糸場,F0192,元祖 田丸屋,25.51,55
F0128,富岡製糸場,F0193,登利平 本店,21.51,40
F0128,富岡製糸場,F0195,シャンゴ 問屋町本店,15.17,40
F0128,富岡製糸場,F0197,清芳亭,27.41,60
F0128,富岡製糸場,F0198,ガトーフェスタ ハラダ ららん藤岡店,16.68,25
F0128,富岡製糸場,F0200,登利平 南部店,19.83,35
F0128,富岡製糸場,F0203,おぎのや ドライブイン横川,16,30
F0128,富岡製糸場,F0204,ドンレミーアウトレット 高崎店,13.63,35
F0128,富岡製糸場,F0207,コストコ 前橋倉庫店,20.41,35
F0128,富岡製糸場,F0209,登利平高崎モントレー店,13.45,35
F0128,富岡製糸場,F0210,高崎弁当,13.78,35
F0128,富岡製糸場,F0211,妙ちくりん,26.68,40
F0128,富岡製糸場,F0212,ららん藤岡,16.65,25
F0128,富岡製糸場,F0214,だるま大使,11.97,30
F0128,富岡製糸場,F0309,伊香保ロープウェイ,27.05,65
F0128,富岡製糸場,F0311,軽井沢 川上庵,25.36,50
F0129,四万川ダム,F0112,榛名神社,27.21,60
F0129,四万川ダム,F0114,西の河原露天風呂,19.02,70
F0129,四万川ダム,F0115,西の河原公園,18.92,70
F0129,四万川ダム,F0117,大滝乃湯,18.03,65
F0129,四万川ダム,F0125,草津白根山,23.59,110
F0129,四万川ダム,F0130,水澤観音,28.23,55
F0129,四万川ダム,F0131,果実の里 原田農園,26.71,65
F0129,四万川ダム,F0132,マックスアウトドアツアーズ水上,20.94,75
F0129,四万川ダム,F0133,たくみの里 四季の家,10.37,50
F0129,四万川ダム,F0134,月夜野まるかチェリー園,18.85,55
F0129,四万川ダム,F0140,陣平農園,11.72,30
F0129,四万川ダム,F0141,たくみの里いちごの家,11.36,45
F0129,四万川ダム,F0143,フォレスト＆ウォーター みなかみベース,22.31,80
F0129,四万川ダム,F0144,たくみの里農産物加工の家,11.24,50
F0129,四万川ダム,F0145,ロックハート城,19.83,45
F0129,四万川ダム,F0147,くれさかの森陶芸工房,15.94,50
F0129,四万川ダム,F0150,月夜野焼 祐太郎窯,18.72,65
F0129,四万川ダム,F0152,カッパCLUB,17.92,65
F0129,四万川ダム,F0153,工房無限大,1.48,10
F0129,四万川ダム,F0155,ジャグスポーツ,22.9,80
F0129,四万川ダム,F0157,草津温泉らくご,18.46,70
F0129,四万川ダム,F0158,奥四万湖,0.57,15
F0129,四万川ダム,F0159,榛名山（榛名富士）,25.91,55
F0129,四万川ダム,F0160,チャツボミゴケ公園,17.15,85
F0129,四万川ダム,F0163,野反湖,12.11,85
F0129,四万川ダム,F0164,榛名湖畔,25.66,55
F0129,四万川ダム,F0167,国指定名勝「吾妻峡」,15.87,45
F0129,四万川ダム,F0168,四万川,5.81,15
F0129,四万川ダム,F0169,嫗仙の滝,17.65,80
F0129,四万川ダム,F0172,赤谷湖,10.17,55
F0129,四万川ダム,F0175,天神平,20.06,95
F0129,四万川ダム,F0176,四万湖,7.91,20
F0129,四万川ダム,F0177,諏訪峡,18.45,65
F0129,四万川ダム,F0180,一ノ倉沢,22.05,90
F0129,四万川ダム,F0181,榛名高原,26.45,55
F0129,四万川ダム,F0184,平標山,13.95,95
F0129,四万川ダム,F0185,四万の甌穴群,3.66,10
F0129,四万川ダム,F0186,弓池,23.2,110
F0129,四万川ダム,F0187,本家ちちや,18.42,70
F0129,四万川ダム,F0189,水沢うどん 大澤屋（第二店舗）,28.35,60
F0129,四万川ダム,F0190,松むら饅頭,18.5,70
F0129,四万川ダム,F0191,伊香保グリーン牧場,26.41,55
F0129,四万川ダム,F0192,元祖 田丸屋,28.3,60
F0129,四万川ダム,F0194,永井食堂,27.11,60
F0129,四万川ダム,F0196,小荒井製菓,18.25,70
F0129,四万川ダム,F0197,清芳亭,25.44,55
F0129,四万川ダム,F0201,焼まんじゅう島村,1.5,10
F0129,四万川ダム,F0202,浅間酒造観光センター,20.69,55
F0129,四万川ダム,F0205,フリアンのみそパン,25.55,65
F0129,四万川ダム,F0216,道の駅 草津運動茶屋公園,19.34,70
F0129,四万川ダム,F0217,御座之湯,18.5,70
F0129,四万川ダム,F0220,草津温泉プリン,18.47,70
F0129,四万川ダム,F0221,ティールーム ゆきうさぎ,18.42,70
F0129,四万川ダム,F0222,お食事処・暖,18.42,70
F0129,四万川ダム,F0224,角弥そば,22,75
F0129,四万川ダム,F0225,大とろ牛乳,18.05,65
F0129,四万川ダム,F0226,パノラマアドヴェンチャーズ,18.52,70
F0129,四万川ダム,F0227,まんてん星の湯,10.33,55
F0129,四万川ダム,F0229,まんてん星の湯 里山体験,10.33,55
F0129,四万川ダム,F0230,フィールドアースみなかみ,18.6,70
F0129,四万川ダム,F0231,TOP水上カンパニー,22.87,80
F0129,四万川ダム,F0232,土合駅階段,22.3,85
F0129,四万川ダム,F0233,道の駅 みなかみ水紀行館,18.29,70
F0129,四万川ダム,F0234,遊神館,8.46,45
F0129,四万川ダム,F0235,みなかみフルーツランドモギトーレ,14,55
F0129,四万川ダム,F0309,伊香保ロープウェイ,25.37,55
F0129,四万川ダム,F0315,草津湯畑（夜）,18.41,70
F0130,水澤観音,F0112,榛名神社,8.63,30
F0130,水澤観音,F0116,伊香保おもちゃと人形・自動車博物館,2.76,5
F0130,水澤観音,F0118,群馬サファリパーク,28.72,55
F0130,水澤観音,F0123,こんにゃくパーク,26.32,55
F0130,水澤観音,F0124,前橋るなぱあく（前橋市中央児童遊園）,14.09,30
F0130,水澤観音,F0127,碓氷第三橋梁（めがね橋）,25.89,65
F0130,水澤観音,F0128,富岡製糸場,25.46,55
F0130,水澤観音,F0129,四万川ダム,28.23,70
F0130,水澤観音,F0131,果実の里 原田農園,23.33,35
F0130,水澤観音,F0133,たくみの里 四季の家,24.55,55
F0130,水澤観音,F0134,月夜野まるかチェリー園,22.2,40
F0130,水澤観音,F0137,希望の丘農園,17.86,40
F0130,水澤観音,F0139,陶芸 榛名の麓,2.76,5
F0130,水澤観音,F0140,陣平農園,16.64,35
F0130,水澤観音,F0141,たくみの里いちごの家,24.13,55
F0130,水澤観音,F0142,生ゆば処 町田屋,25.7,40
F0130,水澤観音,F0144,たくみの里農産物加工の家,24.3,55
F0130,水澤観音,F0145,ロックハート城,17.3,35
F0130,水澤観音,F0147,くれさかの森陶芸工房,29.1,75
F0130,水澤観音,F0148,からっ風焼 陶仙房,5.8,15
F0130,水澤観音,F0150,月夜野焼 祐太郎窯,29.15,50
F0130,水澤観音,F0152,カッパCLUB,29.82,45
F0130,水澤観音,F0153,工房無限大,27.31,55
F0130,水澤観音,F0154,水沼駅温泉センター,29.79,70
F0130,水澤観音,F0158,奥四万湖,28.57,65
F0130,水澤観音,F0159,榛名山（榛名富士）,5.99,25
F0130,水澤観音,F0161,赤城山,20.85,55
F0130,水澤観音,F0164,榛名湖畔,6.97,30
F0130,水澤観音,F0166,妙義山,26.7,60
F0130,水澤観音,F0167,国指定名勝「吾妻峡」,22.04,50
F0130,水澤観音,F0168,四万川,22.71,45
F0130,水澤観音,F0172,赤谷湖,27.37,55
F0130,水澤観音,F0176,四万湖,21.2,45
F0130,水澤観音,F0181,榛名高原,6.15,25
F0130,水澤観音,F0185,四万の甌穴群,24.71,50
F0130,水澤観音,F0188,ガトーフェスタ ハラダ 新本館シャトー・デュ・ボヌール,27.79,40
F0130,水澤観音,F0189,水沢うどん 大澤屋（第二店舗）,0.24,5
F0130,水澤観音,F0191,伊香保グリーン牧場,2.14,10
F0130,水澤観音,F0192,元祖 田丸屋,0.16,0
F0130,水澤観音,F0193,登利平 本店,16.56,35
F0130,水澤観音,F0194,永井食堂,12.6,30
F0130,水澤観音,F0195,シャンゴ 問屋町本店,15.33,30
F0130,水澤観音,F0197,清芳亭,2.81,5
F0130,水澤観音,F0198,ガトーフェスタ ハラダ ららん藤岡店,25.65,35
F0130,水澤観音,F0200,登利平 南部店,19.46,30
F0130,水澤観音,F0201,焼まんじゅう島村,27.29,55
F0130,水澤観音,F0202,浅間酒造観光センター,28.21,60
F0130,水澤観音,F0203,おぎのや ドライブイン横川,24.47,55
F0130,水澤観音,F0204,ドンレミーアウトレット 高崎店,18.32,40
F0130,水澤観音,F0205,フリアンのみそパン,22.22,35
F0130,水澤観音,F0207,コストコ 前橋倉庫店,21.05,35
F0130,水澤観音,F0209,登利平高崎モントレー店,18.39,40
F0130,水澤観音,F0210,高崎弁当,21.01,45
F0130,水澤観音,F0211,妙ちくりん,26.47,40
F0130,水澤観音,F0212,ららん藤岡,25.66,35
F0130,水澤観音,F0214,だるま大使,14.7,30
F0130,水澤観音,F0227,まんてん星の湯,28.16,60
F0130,水澤観音,F0229,まんてん星の湯 里山体験,28.16,60
F0130,水澤観音,F0234,遊神館,22.99,60
F0130,水澤観音,F0235,みなかみフルーツランドモギトーレ,22.95,50
F0130,水澤観音,F0309,伊香保ロープウェイ,3.04,10
F0131,果実の里 原田農園,F0113,吹割の滝,12.47,25
F0131,果実の里 原田農園,F0116,伊香保おもちゃと人形・自動車博物館,23.91,35
F0131,果実の里 原田農園,F0124,前橋るなぱあく（前橋市中央児童遊園）,29.5,40
F0131,果実の里 原田農園,F0129,四万川ダム,26.71,80
F0131,果実の里 原田農園,F0130,水澤観音,23.33,35
F0131,果実の里 原田農園,F0132,マックスアウトドアツアーズ水上,16.88,30
F0131,果実の里 原田農園,F0133,たくみの里 四季の家,16.54,30
F0131,果実の里 原田農園,F0134,月夜野まるかチェリー園,7.88,15
F0131,果実の里 原田農園,F0138,かぬ～っこ みなかみカヌー.com,23.91,55
F0131,果実の里 原田農園,F0139,陶芸 榛名の麓,23.5,35
F0131,果実の里 原田農園,F0140,陣平農園,22.52,40
F0131,果実の里 原田農園,F0141,たくみの里いちごの家,15.51,25
F0131,果実の里 原田農園,F0142,生ゆば処 町田屋,3.63,10
F0131,果実の里 原田農園,F0143,フォレスト＆ウォーター みなかみベース,18.75,30
F0131,果実の里 原田農園,F0144,たくみの里農産物加工の家,15.66,25
F0131,果実の里 原田農園,F0145,ロックハート城,8.6,25
F0131,果実の里 原田農園,F0146,水上アウトドアセンター,19.62,50
F0131,果実の里 原田農園,F0148,からっ風焼 陶仙房,23.67,30
F0131,果実の里 原田農園,F0150,月夜野焼 祐太郎窯,12.1,25
F0131,果実の里 原田農園,F0152,カッパCLUB,13.4,20
F0131,果実の里 原田農園,F0153,工房無限大,27.01,60
F0131,果実の里 原田農園,F0154,水沼駅温泉センター,25.25,55
F0131,果実の里 原田農園,F0155,ジャグスポーツ,17.23,30
F0131,果実の里 原田農園,F0158,奥四万湖,26.56,75
F0131,果実の里 原田農園,F0159,榛名山（榛名富士）,27.06,55
F0131,果実の里 原田農園,F0161,赤城山,15.65,45
F0131,果実の里 原田農園,F0164,榛名湖畔,27.76,60
F0131,果実の里 原田農園,F0168,四万川,24.96,50
F0131,果実の里 原田農園,F0172,赤谷湖,17.96,30
F0131,果実の里 原田農園,F0175,天神平,20.98,50
F0131,果実の里 原田農園,F0176,四万湖,25.61,50
F0131,果実の里 原田農園,F0177,諏訪峡,14.49,20
F0131,果実の里 原田農園,F0179,吹割渓谷,12.47,25
F0131,果実の里 原田農園,F0180,一ノ倉沢,23.99,45
F0131,果実の里 原田農園,F0181,榛名高原,27.59,55
F0131,果実の里 原田農園,F0182,武尊山,16.86,75
F0131,果実の里 原田農園,F0183,至仏山,28.33,70
F0131,果実の里 原田農園,F0184,平標山,28.74,70
F0131,果実の里 原田農園,F0185,四万の甌穴群,25.35,55
F0131,果実の里 原田農園,F0189,水沢うどん 大澤屋（第二店舗）,23.2,40
F0131,果実の里 原田農園,F0191,伊香保グリーン牧場,21.54,35
F0131,果実の里 原田農園,F0192,元祖 田丸屋,23.24,35
F0131,果実の里 原田農園,F0194,永井食堂,11.17,25
F0131,果実の里 原田農園,F0196,小荒井製菓,15.22,20
F0131,果実の里 原田農園,F0197,清芳亭,22.38,40
F0131,果実の里 原田農園,F0201,焼まんじゅう島村,27.01,60
F0131,果実の里 原田農園,F0205,フリアンのみそパン,1.38,5
F0131,果実の里 原田農園,F0224,角弥そば,17.41,30
F0131,果実の里 原田農園,F0225,大とろ牛乳,14.05,20
F0131,果実の里 原田農園,F0226,パノラマアドヴェンチャーズ,13.68,20
F0131,果実の里 原田農園,F0227,まんてん星の湯,18.35,30
F0131,果実の里 原田農園,F0229,まんてん星の湯 里山体験,18.35,30
F0131,果実の里 原田農園,F0230,フィールドアースみなかみ,15.27,25
F0131,果実の里 原田農園,F0231,TOP水上カンパニー,17.17,30
F0131,果実の里 原田農園,F0232,土合駅階段,21.42,35
F0131,果実の里 原田農園,F0233,道の駅 みなかみ水紀行館,15.17,20
F0131,果実の里 原田農園,F0234,遊神館,18.31,30
F0131,果実の里 原田農園,F0235,みなかみフルーツランドモギトーレ,12.77,25
F0131,果実の里 原田農園,F0309,伊香保ロープウェイ,23,40
F0132,マックスアウトドアツアーズ水上,F0113,吹割の滝,22.27,50
F0132,マックスアウトドアツアーズ水上,F0126,尾瀬ケ原,27,
F0132,マックスアウトドアツアーズ水上,F0129,四万川ダム,20.94,90
F0132,マックスアウトドアツアーズ水上,F0131,果実の里 原田農園,16.88,30
F0132,マックスアウトドアツアーズ水上,F0133,たくみの里 四季の家,13.1,40
F0132,マックスアウトドアツアーズ水上,F0134,月夜野まるかチェリー園,13,25
F0132,マックスアウトドアツアーズ水上,F0138,かぬ～っこ みなかみカヌー.com,12.29,30
F0132,マックスアウトドアツアーズ水上,F0140,陣平農園,25.03,55
F0132,マックスアウトドアツアーズ水上,F0141,たくみの里いちごの家,12.78,35
F0132,マックスアウトドアツアーズ水上,F0142,生ゆば処 町田屋,18.57,35
F0132,マックスアウトドアツアーズ水上,F0143,フォレスト＆ウォーター みなかみベース,2.22,5
F0132,マックスアウトドアツアーズ水上,F0144,たくみの里農産物加工の家,12.71,40
F0132,マックスアウトドアツアーズ水上,F0145,ロックハート城,17.93,40
F0132,マックスアウトドアツアーズ水上,F0146,水上アウトドアセンター,9.98,25
F0132,マックスアウトドアツアーズ水上,F0150,月夜野焼 祐太郎窯,5.86,15
F0132,マックスアウトドアツアーズ水上,F0152,カッパCLUB,5.18,15
F0132,マックスアウトドアツアーズ水上,F0153,工房無限大,22.09,70
F0132,マックスアウトドアツアーズ水上,F0155,ジャグスポーツ,1.96,5
F0132,マックスアウトドアツアーズ水上,F0158,奥四万湖,20.48,85
F0132,マックスアウトドアツアーズ水上,F0168,四万川,23.19,65
F0132,マックスアウトドアツアーズ水上,F0172,赤谷湖,11.39,35
F0132,マックスアウトドアツアーズ水上,F0175,天神平,4.28,25
F0132,マックスアウトドアツアーズ水上,F0176,四万湖,25.08,65
F0132,マックスアウトドアツアーズ水上,F0177,諏訪峡,3.72,10
F0132,マックスアウトドアツアーズ水上,F0179,吹割渓谷,22.28,50
F0132,マックスアウトドアツアーズ水上,F0180,一ノ倉沢,7.11,20
F0132,マックスアウトドアツアーズ水上,F0182,武尊山,13.31,50
F0132,マックスアウトドアツアーズ水上,F0183,至仏山,20.88,95
F0132,マックスアウトドアツアーズ水上,F0184,平標山,14.71,75
F0132,マックスアウトドアツアーズ水上,F0185,四万の甌穴群,22.1,70
F0132,マックスアウトドアツアーズ水上,F0194,永井食堂,25.7,45
F0132,マックスアウトドアツアーズ水上,F0196,小荒井製菓,3.36,10
F0132,マックスアウトドアツアーズ水上,F0201,焼まんじゅう島村,22.11,70
F0132,マックスアウトドアツアーズ水上,F0205,フリアンのみそパン,16.8,30
F0132,マックスアウトドアツアーズ水上,F0224,角弥そば,1.16,5
F0132,マックスアウトドアツアーズ水上,F0225,大とろ牛乳,4.45,15
F0132,マックスアウトドアツアーズ水上,F0226,パノラマアドヴェンチャーズ,4.39,15
F0132,マックスアウトドアツアーズ水上,F0227,まんてん星の湯,10.94,35
F0132,マックスアウトドアツアーズ水上,F0229,まんてん星の湯 里山体験,10.94,35
F0132,マックスアウトドアツアーズ水上,F0230,フィールドアースみなかみ,3.01,10
F0132,マックスアウトドアツアーズ水上,F0231,TOP水上カンパニー,1.93,10
F0132,マックスアウトドアツアーズ水上,F0232,土合駅階段,4.6,10
F0132,マックスアウトドアツアーズ水上,F0233,道の駅 みなかみ水紀行館,3.36,10
F0132,マックスアウトドアツアーズ水上,F0234,遊神館,16.08,45
F0132,マックスアウトドアツアーズ水上,F0235,みなかみフルーツランドモギトーレ,12.54,35
F0133,たくみの里 四季の家,F0112,榛名神社,26.8,70
F0133,たくみの里 四季の家,F0113,吹割の滝,27.6,50
F0133,たくみの里 四季の家,F0114,西の河原露天風呂,28.76,85
F0133,たくみの里 四季の家,F0115,西の河原公園,28.65,85
F0133,たくみの里 四季の家,F0116,伊香保おもちゃと人形・自動車博物館,26.69,55
F0133,たくみの里 四季の家,F0117,大滝乃湯,27.68,85
F0133,たくみの里 四季の家,F0129,四万川ダム,10.37,65
F0133,たくみの里 四季の家,F0130,水澤観音,24.55,55
F0133,たくみの里 四季の家,F0131,果実の里 原田農園,16.54,30
F0133,たくみの里 四季の家,F0132,マックスアウトドアツアーズ水上,13.1,40
F0133,たくみの里 四季の家,F0134,月夜野まるかチェリー園,8.67,20
F0133,たくみの里 四季の家,F0138,かぬ～っこ みなかみカヌー.com,25.37,65
F0133,たくみの里 四季の家,F0139,陶芸 榛名の麓,26.42,55
F0133,たくみの里 四季の家,F0140,陣平農園,12,35
F0133,たくみの里 四季の家,F0141,たくみの里いちごの家,1.03,5
F0133,たくみの里 四季の家,F0142,生ゆば処 町田屋,19.96,35
F0133,たくみの里 四季の家,F0143,フォレスト＆ウォーター みなかみベース,15.05,45
F0133,たくみの里 四季の家,F0144,たくみの里農産物加工の家,0.88,5
F0133,たくみの里 四季の家,F0145,ロックハート城,10.89,30
F0133,たくみの里 四季の家,F0146,水上アウトドアセンター,22.57,60
F0133,たくみの里 四季の家,F0147,くれさかの森陶芸工房,24.46,75
F0133,たくみの里 四季の家,F0148,からっ風焼 陶仙房,28.39,50
F0133,たくみの里 四季の家,F0150,月夜野焼 祐太郎窯,9.08,25
F0133,たくみの里 四季の家,F0152,カッパCLUB,8.67,30
F0133,たくみの里 四季の家,F0153,工房無限大,10.94,45
F0133,たくみの里 四季の家,F0155,ジャグスポーツ,14.99,40
F0133,たくみの里 四季の家,F0157,草津温泉らくご,28.13,85
F0133,たくみの里 四季の家,F0158,奥四万湖,10.15,60
F0133,たくみの里 四季の家,F0159,榛名山（榛名富士）,24.51,70
F0133,たくみの里 四季の家,F0160,チャツボミゴケ公園,27.26,110
F0133,たくみの里 四季の家,F0161,赤城山,29.71,65
F0133,たくみの里 四季の家,F0163,野反湖,22.45,110
F0133,たくみの里 四季の家,F0164,榛名湖畔,24.66,70
F0133,たくみの里 四季の家,F0167,国指定名勝「吾妻峡」,21.73,60
F0133,たくみの里 四季の家,F0168,四万川,10.51,40
F0133,たくみの里 四季の家,F0169,嫗仙の滝,26.87,95
F0133,たくみの里 四季の家,F0172,赤谷湖,2.83,10
F0133,たくみの里 四季の家,F0175,天神平,14.2,60
F0133,たくみの里 四季の家,F0176,四万湖,12.17,45
F0133,たくみの里 四季の家,F0177,諏訪峡,9.7,30
F0133,たくみの里 四季の家,F0179,吹割渓谷,27.6,50
F0133,たくみの里 四季の家,F0180,一ノ倉沢,17.18,55
F0133,たくみの里 四季の家,F0181,榛名高原,25.13,70
F0133,たくみの里 四季の家,F0182,武尊山,24.15,85
F0133,たくみの里 四季の家,F0184,平標山,15.06,55
F0133,たくみの里 四季の家,F0185,四万の甌穴群,9.95,40
F0133,たくみの里 四季の家,F0187,本家ちちや,28.07,85
F0133,たくみの里 四季の家,F0189,水沢うどん 大澤屋（第二店舗）,24.58,55
F0133,たくみの里 四季の家,F0190,松むら饅頭,28.19,85
F0133,たくみの里 四季の家,F0191,伊香保グリーン牧場,22.44,50
F0133,たくみの里 四季の家,F0192,元祖 田丸屋,24.56,55
F0133,たくみの里 四季の家,F0194,永井食堂,19.22,40
F0133,たくみの里 四季の家,F0196,小荒井製菓,9.81,30
F0133,たくみの里 四季の家,F0197,清芳亭,22.07,55
F0133,たくみの里 四季の家,F0201,焼まんじゅう島村,10.95,45
F0133,たくみの里 四季の家,F0202,浅間酒造観光センター,28.21,70
F0133,たくみの里 四季の家,F0205,フリアンのみそパン,15.48,30
F0133,たくみの里 四季の家,F0216,道の駅 草津運動茶屋公園,28.91,80
F0133,たくみの里 四季の家,F0217,御座之湯,28.17,85
F0133,たくみの里 四季の家,F0220,草津温泉プリン,28.16,85
F0133,たくみの里 四季の家,F0221,ティールーム ゆきうさぎ,28.07,85
F0133,たくみの里 四季の家,F0222,お食事処・暖,28.09,85
F0133,たくみの里 四季の家,F0224,角弥そば,14.26,40
F0133,たくみの里 四季の家,F0225,大とろ牛乳,9.09,30
F0133,たくみの里 四季の家,F0226,パノラマアドヴェンチャーズ,9.43,30
F0133,たくみの里 四季の家,F0227,まんてん星の湯,3.61,15
F0133,たくみの里 四季の家,F0229,まんてん星の湯 里山体験,3.61,15
F0133,たくみの里 四季の家,F0230,フィールドアースみなかみ,10.19,35
F0133,たくみの里 四季の家,F0231,TOP水上カンパニー,14.94,45
F0133,たくみの里 四季の家,F0232,土合駅階段,16.18,45
F0133,たくみの里 四季の家,F0233,道の駅 みなかみ水紀行館,9.83,35
F0133,たくみの里 四季の家,F0234,遊神館,3.02,10
F0133,たくみの里 四季の家,F0235,みなかみフルーツランドモギトーレ,3.79,10
F0133,たくみの里 四季の家,F0309,伊香保ロープウェイ,22.29,55
F0133,たくみの里 四季の家,F0315,草津湯畑（夜）,28.09,85
F0134,月夜野まるかチェリー園,F0112,榛名神社,27.13,65
F0134,月夜野まるかチェリー園,F0113,吹割の滝,19.48,35
F0134,月夜野まるかチェリー園,F0116,伊香保おもちゃと人形・自動車博物館,23.63,40
F0134,月夜野まるかチェリー園,F0129,四万川ダム,18.85,70
F0134,月夜野まるかチェリー園,F0130,水澤観音,22.2,40
F0134,月夜野まるかチェリー園,F0131,果実の里 原田農園,7.88,15
F0134,月夜野まるかチェリー園,F0132,マックスアウトドアツアーズ水上,13,25
F0134,月夜野まるかチェリー園,F0133,たくみの里 四季の家,8.67,20
F0134,月夜野まるかチェリー園,F0138,かぬ～っこ みなかみカヌー.com,23.44,50
F0134,月夜野まるかチェリー園,F0139,陶芸 榛名の麓,23.27,40
F0134,月夜野まるかチェリー園,F0140,陣平農園,16.13,30
F0134,月夜野まるかチェリー園,F0141,たくみの里いちごの家,7.64,15
F0134,月夜野まるかチェリー園,F0142,生ゆば処 町田屋,11.36,20
F0134,月夜野まるかチェリー園,F0143,フォレスト＆ウォーター みなかみベース,15.2,30
F0134,月夜野まるかチェリー園,F0144,たくみの里農産物加工の家,7.8,15
F0134,月夜野まるかチェリー園,F0145,ロックハート城,4.95,20
F0134,月夜野まるかチェリー園,F0146,水上アウトドアセンター,19.63,45
F0134,月夜野まるかチェリー園,F0148,からっ風焼 陶仙房,24.43,35
F0134,月夜野まるかチェリー園,F0150,月夜野焼 祐太郎窯,7.15,15
F0134,月夜野まるかチェリー園,F0152,カッパCLUB,8.08,15
F0134,月夜野まるかチェリー園,F0153,工房無限大,19.21,50
F0134,月夜野まるかチェリー園,F0155,ジャグスポーツ,14.18,30
F0134,月夜野まるかチェリー園,F0158,奥四万湖,18.7,65
F0134,月夜野まるかチェリー園,F0159,榛名山（榛名富士）,24.28,60
F0134,月夜野まるかチェリー園,F0161,赤城山,21.79,50
F0134,月夜野まるかチェリー園,F0164,榛名湖畔,24.76,65
F0134,月夜野まるかチェリー園,F0167,国指定名勝「吾妻峡」,27.2,55
F0134,月夜野まるかチェリー園,F0168,四万川,17.52,45
F0134,月夜野まるかチェリー園,F0172,赤谷湖,10.29,20
F0134,月夜野まるかチェリー園,F0175,天神平,16.29,45
F0134,月夜野まるかチェリー園,F0176,四万湖,18.47,40
F0134,月夜野まるかチェリー園,F0177,諏訪峡,9.53,15
F0134,月夜野まるかチェリー園,F0179,吹割渓谷,19.49,35
